docked_cbu_geom_id,docked_cbu_energy,cbu_nickname,bare_ion_formula,bare_ion_radius,ion_valence,empty_cbu_geom_id,empty_cbu_energy,solvated_cbu_energy,bare_ion_energy,solvated_ion_energy,solvated_dock_geom_id,solvated_dock_energy,rel_vac_docked_energy,rel_sol_docked_energy,ion_binding_energy,solvated_ion_binding_energy,bare_solvated_binding_diff,sol_sol_ion_binding_energy
463254084,-11413.205519713525,sod,Ba+2,149,divalent,448065529,-11387.667886236428,-11388.14351211466,-24.918320848578,-25.308147011253,573589172.0,-11413.486774809671,97.47389853288442,5.282389107215435,-1626.0054300396575,-602.5167619712128,1023.4886680684448,-92.19623472900264
462148742,-11418.359999834183,ufi,Sr+2,132,divalent,449300643,-11387.658446329297,-11388.127109671825,-30.100213482909,-30.519775878949,573210253.0,-11418.67839142909,77.02275693144232,8.048778782548988,-1578.8183479706192,-477.25719325511096,1101.5611547155083,-82.71868982065578
462363537,-3804.122388340606,d4r,Rb+,166,monovalent,448062303,-3780.251431666245,-3780.398138893088,-23.948670423916,-24.034869967208,573222480.0,-3804.186640816181,0.0,0.0,204.03746499948284,430.35438315253856,226.31691815305572,646.839349097518
463254452,-5677.584258471268,d6r,Sr+2,132,divalent,448062844,-5646.784188755737,-5647.138538759869,-30.100213482909,-30.519775878949,573240304.0,-5677.678108408862,0.0,0.0,-1837.4726787208588,-735.9115240053505,1101.561154715508,-51.968547207317386
482133065,-7591.118417503063,d8r,Sr+2,132,divalent,448063880,-7560.346431119368,-7560.774213312277,-30.100213482909,-30.519775878949,574824912.0,-7591.340836193672,279.4533836852808,131.60063448061229,-1763.7398853672794,-662.1787306517712,1101.561154715508,-122.99681428959289
462353510,-15240.43727558825,pau,Ba+2,149,divalent,448069341,-15214.965239412093,-15215.465106232885,-24.918320848578,-25.308147011253,573210654.0,-15240.81165034486,75.62203192775607,1.8016417268490323,-1453.779703302828,-430.29103523438323,1023.4886680684448,-100.81159562546335
463249775,-15240.324215584098,pau,Ba+2,149,divalent,448070634,-15214.873335689555,-15215.439668118544,-24.918320848578,-25.308147011253,573518957.0,-15240.78544933979,372.46109544196275,70.5923857786146,-1398.2338816918575,-374.74521362341267,1023.4886680684449,-98.80862586212393
462276522,-12034.742903795772,sod,K+,152,monovalent,448064600,-11434.79102406183,-11435.074564493489,-599.75660308502,-599.851578329495,573586771.0,-12034.946452195152,0.0,0.0,-512.698880801245,-263.34135743679894,249.35752336444602,-53.32226069034037
463250379,-15240.41144993556,pau,Ba+2,149,divalent,448070224,-15214.96136760324,-15215.465019056324,-24.918320848578,-25.308147011253,573518101.0,-15240.81078320641,143.4272882315334,4.078313899159825,-1396.13988191601,-372.6512138475651,1023.4886680684449,-98.76380553032566
463865146,-15240.362127200242,pau,Ba+2,149,divalent,448071141,-15214.911390742225,-15215.456931402778,-24.918320848578,-25.308147011253,573210689.0,-15240.802687406176,272.9241396738262,25.33383903403683,-1397.8572890645985,-374.36862099615365,1023.4886680684449,-98.74241639979135
463253033,-11413.180741677854,ufi,Ba+2,149,divalent,449304146,-11387.678108687707,-11388.125706119537,-24.918320848578,-25.308147011253,574005272.0,-11413.473382990727,91.11670820119917,0.06831157865556524,-1534.1116445507762,-510.6229764823314,1023.4886680684448,-103.78565517013111
462147219,-11418.338244137138,sod,Sr+2,132,divalent,448065539,-11387.616278944159,-11388.123283727045,-30.100213482909,-30.519775878949,573223261.0,-11418.676087487407,244.63199911142368,58.96672890363902,-1632.4092391392408,-530.8480844237326,1101.561154715508,-86.71470925464773
462353306,-4380.028762932859,d4r,K+,152,monovalent,448062303,-3780.251431666245,-3780.398138893088,-599.75660308502,-599.851578329495,573501003.0,-4380.093214438679,0.0,0.0,-54.42184491977482,194.9356784446712,249.35752336444602,410.89809044077714
463866696,-11413.240363612858,sod,Ba+2,149,divalent,448065172,-11387.699157761566,-11388.147687568682,-24.918320848578,-25.308147011253,573223945.0,-11413.48555506041,5.991233864572593,8.484841037256368,-1635.3846992027004,-611.8960311342555,1023.4886680684449,-78.03112743014401
462276949,-11418.367486647781,ufi,Sr+2,132,divalent,449303063,-11387.682900350132,-11388.126177960134,-30.100213482909,-30.519775878949,573223964.0,-11418.678212664285,57.36612633251263,8.51812581446317,-1534.2709419763544,-432.7097872608462,1101.561154715508,-84.69555201982989
462276792,-15245.603201929032,pau,Sr+2,132,divalent,448069623,-15214.952590742983,-15215.46468380843,-30.100213482909,-30.519775878949,573211335.0,-15246.013326499387,76.36646182509362,2.9887440710775155,-1445.0692796735914,-343.5081249580832,1101.561154715508,-75.78982070147
461441007,-11418.408788716426,sod,Sr+2,132,divalent,448065387,-11387.688461015312,-11388.147374369104,-30.100213482909,-30.519775878949,573543634.0,-11418.698546723519,59.41719208119994,0.0,-1628.11000392008,-526.548849204572,1101.561154715508,-82.43145261535241
462276579,-15245.59952056989,pau,Sr+2,132,divalent,448070407,-15214.97273384371,-15215.465249632138,-30.100213482909,-30.519775878949,573209454.0,-15246.0131027319,86.03187099191372,3.5762456532486784,-1382.5181555213223,-280.95700080581406,1101.5611547155083,-73.71674886129907
463250032,-5672.334587344776,rth,Ba+2,149,divalent,448063453,-5646.798842223599,-5647.151952725234,-24.918320848578,-25.308147011253,573209450.0,-5672.429836663523,32.87550620886173,25.829076154079992,-1621.0475511926406,-597.5588831241957,1023.4886680684449,79.4557041194587
461437824,-7591.142761394897,d8r,Sr+2,132,divalent,448064158,-7560.4298562904,-7560.800085557217,-30.100213482909,-30.519775878949,573209520.0,-7591.303523106572,215.53849080586792,229.566152122683,-1608.6219750192565,-507.06082030374836,1101.561154715508,42.89628761642216
462277622,-11418.364298102682,ufi,Sr+2,132,divalent,449302851,-11387.669156091035,-11388.128512103578,-30.100213482909,-30.519775878949,573209434.0,-11418.679135483297,65.73765212755379,6.0952643139572675,-1561.9849711885804,-460.42381647307207,1101.5611547155083,-80.99011944027055
463250047,-5677.543556902142,rth,Sr+2,132,divalent,448063445,-5646.739408910425,-5647.13144935937,-30.100213482909,-30.519775878949,573488114.0,-5677.651798023784,105.56606004168302,51.94036433295748,-1848.180193663361,-746.6190389478527,1101.5611547155083,-1.5038483531377358
462277632,-11418.382577205644,ufi,Sr+2,132,divalent,449301534,-11387.690054510529,-11388.131401025013,-30.100213482909,-30.519775878949,573223290.0,-11418.68145704637,17.745863645082725,0.0,-1555.1079551093776,-453.5468003938695,1101.561154715508,-79.50051994769011
462363541,-15240.402407988497,pau,Ba+2,149,divalent,448071035,-15214.951925554744,-15215.464727998708,-24.918320848578,-25.308147011253,573223172.0,-15240.81049576414,167.16692205501477,4.832993636105065,-1397.1903483086742,-373.7016802402293,1023.4886680684449,-98.77329762444214
463254524,-15286.194314721479,pau,Rb+,166,monovalent,448067954,-15262.047406170735,-15262.391908315227,-23.948670423916,-24.034869967208,573209474.0,-15286.453792611306,0.0,0.0,-520.4742416327543,-294.15732347969856,226.31691815305578,-70.9261258546489
462149437,-11597.054282049452,ufi,Na+,116,monovalent,449299292,-11434.779388178818,-11435.057487729544,-162.080818395016,-162.195871800502,573569454.0,-11597.279848495777,0.0,0.0,-509.54520004912774,-207.47246093493044,302.0727391141973,-69.54678482365135
462276379,-11418.37766283035,ufi,Sr+2,132,divalent,449300833,-11387.691475035055,-11388.12898996098,-30.100213482909,-30.519775878949,573571450.0,-11418.680008054303,30.648556964723323,3.8043289611775664,-1538.475674362328,-436.9145196468196,1101.5611547155083,-82.02644008833155
462277074,-15245.60832226903,pau,Sr+2,132,divalent,448071074,-15214.958053093267,-15215.46492070976,-30.100213482909,-30.519775878949,,,62.92300813619911,,-1444.1713315999555,-342.6101768844472,1101.5611547155083,
463250406,-11413.106880905074,ufi,Ba+2,149,divalent,449300326,-11387.60453349099,-11388.103090309136,-24.918320848578,-25.308147011253,573799775.0,-11413.447682487613,285.03818190693073,67.54498764567046,-1533.3618645399752,-509.8731964715303,1023.4886680684449,-95.6867938353529
463253156,-5677.552557721276,rth,Sr+2,132,divalent,448063402,-5646.786235828034,-5647.148936197676,-30.100213482909,-30.519775878949,573211461.0,-5677.651957538346,81.93440760601815,51.521558817851606,-1748.867764551223,-647.3066098357147,1101.5611547155083,43.98904360275497
463250294,-5672.338687132126,rth,Ba+2,149,divalent,448063461,-5646.781579174113,-5647.147384575407,-24.918320848578,-25.308147011253,573569452.0,-5672.437047958761,22.11151370084397,6.895819065661877,-1677.1356835794072,-653.6470155109623,1023.4886680684449,48.52876874712219
462353562,-3800.035677296402,d4r,Cs+,167,monovalent,448062303,-3780.251431666245,-3780.398138893088,-20.008501340953,-20.084647715297,573466833.0,-3800.107674927909,0.0,0.0,588.7834135463694,788.7057346158135,199.92232106944414,984.8557921115132
461440340,-11418.419717292822,sod,Sr+2,132,divalent,448065491,-11387.701267338489,-11388.147789898143,-30.100213482909,-30.519775878949,573518103.0,-11418.69834568545,30.72421256883812,0.5278254891943459,-1623.179979370367,-521.6188246548587,1101.561154715508,-80.81265555129885
462303475,-5677.564588263569,d6r,Sr+2,132,divalent,448062843,-5646.78917343177,-5647.13914932426,-30.100213482909,-30.519775878949,573209949.0,-5677.65464548161,51.644134248197055,61.60192019214698,-1772.741276551037,-671.1801218355287,1101.561154715508,11.236409914532814
463249551,-5672.328276558059,rth,Ba+2,149,divalent,448063416,-5646.786195128386,-5647.148624768062,-24.918320848578,-25.308147011253,573210569.0,-5672.428314217412,49.44447799708562,29.82625872369972,-1637.6835304172778,-614.1948623488329,1023.4886680684449,74.71533446924758
462353211,-15240.325668952166,pau,Ba+2,149,divalent,448070607,-15214.87470218609,-15215.440090760845,-24.918320848578,-25.308147011253,573211344.0,-15240.785873371875,368.64527728924304,69.47908945465883,-1398.4619629175563,-374.9732948491115,1023.4886680684449,-98.81227474108643
463249458,-11413.180171689108,ufi,Ba+2,149,divalent,449303980,-11387.677478143152,-11388.125711424103,-24.918320848578,-25.308147011253,574603829.0,-11413.473409009228,92.61321376799074,0.0,-1534.2706338391188,-510.7819657706739,1023.4886680684449,-103.84003960968633
462303495,-11413.185188940315,ufi,Ba+2,149,divalent,449303063,-11387.682900350132,-11388.126177960134,-24.918320848578,-25.308147011253,574616372.0,-11413.473040744844,79.44041971953443,0.9668782131195206,-1533.2074223788586,-509.7187543104138,1023.4886680684449,-101.64827095592497
462144400,-11418.28970772533,ufi,Sr+2,132,divalent,449300126,-11387.608207489408,-11388.10423421482,-30.100213482909,-30.519775878949,573210592.0,-11418.654259033341,261.57470278635316,71.40838864774679,-1526.1684862922077,-424.60733157669944,1101.5611547155083,-79.41859689792321
461438286,-11418.342013153922,sod,Sr+2,132,divalent,448065435,-11387.617422440208,-11388.12384826877,-30.100213482909,-30.519775878949,573536896.0,-11418.675652711676,234.73644478953508,60.1082326730288,-1639.3025443562378,-537.7413896407296,1101.561154715508,-84.09100107575529
462145352,-15245.57975796928,pau,Sr+2,132,divalent,448071035,-15214.951925554744,-15215.464727998708,-30.100213482909,-30.519775878949,573569470.0,-15246.012575549981,137.91858284171914,4.960361887273238,-1385.2636105128345,-283.7024557973262,1101.5611547155083,-73.70218130273078
462277299,-11418.294125836786,ufi,Sr+2,132,divalent,449301754,-11387.603372804495,-11388.104063939049,-30.100213482909,-30.519775878949,573518113.0,-11418.654034635307,249.97495027185647,71.99754573176958,-1550.4617050115846,-448.9005502960763,1101.5611547155083,-79.27649888437456
463251452,-6293.801712336554,rth,K+,152,monovalent,448063239,-5693.891719380822,-5694.068065554216,-599.75660308502,-599.851578329495,573211428.0,-6293.895853790413,0.0,0.06361468846456264,-402.7251362334612,-153.36761286901523,249.357523364446,62.46089471394285
